NH Number,Section Code,Start Chainage(km),End Chainage(km),Direction,Slope (Degree),Cross Slope (Degree),Curvature (meter),Speed(km/hr),Survey Date,Latitude,Longitude,Altitude,
NH_16,CHI_VIJ,355,355.1,Increasing,2.61,1.13,0,31,14-7-2025,16.02878952,80.128570557,30.6
NH_16,CHI_VIJ,355.1,355.2,Increasing,2.74,0.29,0,32,14-7-2025,16.029558182,80.129058838,32
NH_16,CHI_VIJ,355.2,355.3,Increasing,2.26,-0.72,0,36,14-7-2025,16.030330658,80.12953186,34.1
NH_16,CHI_VIJ,355.3,355.4,Increasing,0.71,-0.23,0,37,14-7-2025,16.031101227,80.1300354,35.7
NH_16,CHI_VIJ,355.4,355.5,Increasing,1.86,-0.12,0,39,14-7-2025,16.031869888,80.130508423,36
NH_16,CHI_VIJ,355.5,355.6,Increasing,1.3,0.1,0,38,14-7-2025,16.032644272,80.131004333,35.2
NH_16,CHI_VIJ,355.6,355.7,Increasing,-0.45,-0.08,0,38,14-7-2025,16.03342247,80.131500244,33.8
NH_16,CHI_VIJ,355.7,355.8,Increasing,0.48,0.83,0,38,14-7-2025,16.034196854,80.131958008,32.6
NH_16,CHI_VIJ,355.8,355.9,Increasing,0.7,0.63,0,38,14-7-2025,16.034965515,80.13243866,32.7
NH_16,CHI_VIJ,355.9,356,Increasing,0.94,0.38,0,38,14-7-2025,16.035739899,80.1329422,32.9
NH_16,CHI_VIJ,356,356.1,Increasing,0.64,-0.52,0,38,14-7-2025,16.036510468,80.133422852,32.9
NH_16,CHI_VIJ,356.1,356.2,Increasing,0.61,0.39,0,39,14-7-2025,16.037269592,80.133895874,32.6
NH_16,CHI_VIJ,356.2,356.3,Increasing,0.55,1.99,0,39,14-7-2025,16.038045883,80.134414673,32.4
NH_16,CHI_VIJ,356.3,356.4,Increasing,0,0.02,0,39,14-7-2025,16.038818359,80.134887695,32.3
NH_16,CHI_VIJ,356.4,356.5,Increasing,-2.46,0.18,0,10,14-7-2025,16.039590836,80.135368347,33.6
NH_16,CHI_VIJ,356.5,356.6,Increasing,3.25,0.14,0,21,14-7-2025,16.040361404,80.135871887,35
NH_16,CHI_VIJ,356.6,356.7,Increasing,3.34,0.4,0,32,14-7-2025,16.041135788,80.136329651,35.9
NH_16,CHI_VIJ,356.7,356.8,Increasing,1.33,0.28,0,36,14-7-2025,16.041908264,80.136810303,36.4
NH_16,CHI_VIJ,356.8,356.9,Increasing,-1.28,-0.86,0,37,14-7-2025,16.04268837,80.137298584,36.4
NH_16,CHI_VIJ,356.9,357,Increasing,1.29,0.71,0,38,14-7-2025,16.043455124,80.137786865,38.5
NH_16,CHI_VIJ,357,357.1,Increasing,0.37,-0.42,0,37,14-7-2025,16.044237137,80.138282776,41
NH_16,CHI_VIJ,357.1,357.2,Increasing,-2.25,-0.35,0,14,14-7-2025,16.045017242,80.138755798,42.3
NH_16,CHI_VIJ,357.2,357.3,Increasing,3.2,0.44,0,22,14-7-2025,16.045782089,80.139251709,41.9
NH_16,CHI_VIJ,355,355.1,Increasing,2.38,-0.77,0,33,14-7-2025,16.046722412,80.139839172,42.9
NH_16,CHI_VIJ,355.1,355.2,Increasing,3.72,0.04,0,41,14-7-2025,16.047485352,80.140296936,45.1
NH_16,CHI_VIJ,355.2,355.3,Increasing,1.89,0.11,0,37,14-7-2025,16.048265457,80.140815735,46.9
NH_16,CHI_VIJ,355.3,355.4,Increasing,0.39,0.49,0,37,14-7-2025,16.049045563,80.141273499,48
NH_16,CHI_VIJ,355.4,355.5,Increasing,1.45,1.37,0,38,14-7-2025,16.049882889,80.141616821,48.4
NH_16,CHI_VIJ,355.5,355.6,Increasing,2.14,-0.03,0,36,14-7-2025,16.050758362,80.141746521,47.2
NH_16,CHI_VIJ,355.6,355.7,Increasing,0.45,-0.56,0,43,14-7-2025,16.05165863,80.141670227,45.6
NH_16,CHI_VIJ,355.7,355.8,Increasing,-1.1,0.03,0,43,14-7-2025,16.052560806,80.141563416,43.5
NH_16,CHI_VIJ,355.8,355.9,Increasing,-1.35,-0.52,0,38,14-7-2025,16.05346489,80.141471863,40.7
NH_16,CHI_VIJ,355.9,356,Increasing,0.1,-0.74,0,38,14-7-2025,16.054357529,80.141357422,39.2
NH_16,CHI_VIJ,356,356.1,Increasing,0.84,-0.4,0,38,14-7-2025,16.055259705,80.141235352,39.3
NH_16,CHI_VIJ,356.1,356.2,Increasing,1.72,-1.2,0,38,14-7-2025,16.056154251,80.141159058,39.5
NH_16,CHI_VIJ,356.2,356.3,Increasing,1.4,-0.39,0,39,14-7-2025,16.057058334,80.141036987,39.5
NH_16,CHI_VIJ,356.3,356.4,Increasing,0.98,-0.41,0,39,14-7-2025,16.057956696,80.140945435,40.2
NH_16,CHI_VIJ,356.4,356.5,Increasing,0.71,-0.77,0,39,14-7-2025,16.058858871,80.140823364,40.6
NH_16,CHI_VIJ,355,355.1,Increasing,2.12,0.12,0,33,14-7-2025,16.075263977,80.139572144,35.4
NH_16,CHI_VIJ,355.1,355.2,Increasing,1.72,-0.18,0,41,14-7-2025,16.076152802,80.139625549,34.7
NH_16,CHI_VIJ,355.2,355.3,Increasing,-1.69,-0.93,0,37,14-7-2025,16.077056885,80.139755249,34.1
NH_16,CHI_VIJ,355.3,355.4,Increasing,-1.31,-0.32,0,37,14-7-2025,16.077947617,80.139884949,33.4
NH_16,CHI_VIJ,355.4,355.5,Increasing,-0.91,-0.87,0,37,14-7-2025,16.078840256,80.140083313,32.9
NH_16,CHI_VIJ,355.5,355.6,Increasing,-0.62,-0.5,0,37,14-7-2025,16.079730988,80.140274048,32.9
NH_16,CHI_VIJ,355.6,355.7,Increasing,1.74,-0.1,0,37,14-7-2025,16.080610275,80.1404953,33.5
NH_16,CHI_VIJ,355.7,355.8,Increasing,1.61,-0.38,0,37,14-7-2025,16.081468582,80.140769958,34
NH_16,CHI_VIJ,355.8,355.9,Increasing,2,-0.37,0,38,14-7-2025,16.082326889,80.141082764,34
NH_16,CHI_VIJ,355.9,356,Increasing,1.68,-0.49,0,39,14-7-2025,16.083162308,80.141365051,34.3
NH_16,CHI_VIJ,356,356.1,Increasing,1.92,-0.31,0,40,14-7-2025,16.083997726,80.141746521,33.8
NH_16,CHI_VIJ,356.1,356.2,Increasing,1.93,-0.61,0,40,14-7-2025,16.084835052,80.142082214,33.5
NH_16,CHI_VIJ,356.2,356.3,Increasing,2.35,-0.83,0,38,14-7-2025,16.085664749,80.142440796,34.9
NH_16,CHI_VIJ,356.3,356.4,Increasing,1.64,-0.46,0,39,14-7-2025,16.08650589,80.142799377,36.4
NH_16,CHI_VIJ,356.4,356.5,Increasing,0.19,-0.54,0,38,14-7-2025,16.087343216,80.143165588,37.4
NH_16,CHI_VIJ,356.5,356.6,Increasing,-1.37,-0.34,0,39,14-7-2025,16.08817482,80.143516541,37.1
NH_16,CHI_VIJ,356.6,356.7,Increasing,-2.03,-0.82,0,38,14-7-2025,16.089014053,80.143875122,36.4
NH_16,CHI_VIJ,356.7,356.8,Increasing,-2.14,-0.59,0,38,14-7-2025,16.089841843,80.144218445,35.2
NH_16,CHI_VIJ,356.8,356.9,Increasing,-1.95,-0.62,0,38,14-7-2025,16.090690613,80.144569397,33.2
NH_16,CHI_VIJ,356.9,357,Increasing,-5.31,-0.49,0,26,14-7-2025,16.091526031,80.144935608,32.3
NH_16,CHI_VIJ,355,355.1,Increasing,1.7,-0.38,0,31,14-7-2025,16.092565536,80.145370483,32.3
NH_16,CHI_VIJ,355.1,355.2,Increasing,1.41,-0.75,0,36,14-7-2025,16.093402863,80.145729065,32.9
NH_16,CHI_VIJ,355.2,355.3,Increasing,0.37,-0.28,0,38,14-7-2025,16.094236374,80.146087646,33.6
NH_16,CHI_VIJ,355.3,355.4,Increasing,-0.74,-0.76,0,37,14-7-2025,16.095069885,80.146438599,34.1
NH_16,CHI_VIJ,355.4,355.5,Increasing,-0.09,-0.31,0,37,14-7-2025,16.095911026,80.146812439,34.4
NH_16,CHI_VIJ,355.5,355.6,Increasing,0.35,0.4,0,36,14-7-2025,16.096748352,80.147163391,35.3
NH_16,CHI_VIJ,355.6,355.7,Increasing,2.31,-0.38,0,39,14-7-2025,16.097572327,80.147483826,37.4
NH_16,CHI_VIJ,355.7,355.8,Increasing,2.46,-0.35,0,39,14-7-2025,16.098417282,80.147865295,39.7
NH_16,CHI_VIJ,355.8,355.9,Increasing,1.68,-0.34,0,40,14-7-2025,16.099248886,80.148216248,41.1
NH_16,CHI_VIJ,355.9,356,Increasing,1.31,-0.02,0,39,14-7-2025,16.10008812,80.1485672,42
NH_16,CHI_VIJ,356,356.1,Increasing,0.7,-0.67,0,41,14-7-2025,16.100919724,80.148948669,42.3
